HEU:	1945659.43	1945659.43	0.0007	0.20	20	8
DFS:	1944357.26	1944357.26	0.0017	0.20	20	8
GRB:	1944348.92	1944330.16	13.97	0.20	20	8

HEU:	1945569.22	1945569.22	0.0006	0.20	20	9
DFS:	1944340.44	1944340.44	0.0035	0.20	20	9
GRB:	1944343.84	1944327.51	14.26	0.20	20	9

HEU:	1945557.25	1945557.25	0.0009	0.20	20	10
DFS:	1944338.20	1944338.20	0.0090	0.20	20	10
GRB:	1944338.77	1944327.52	14.64	0.20	20	10

HEU:	5866269.11	5866269.11	0.0007	0.20	30	2
DFS:	5665616.27	5665616.27	0.0006	0.20	30	2
GRB:	5665616.27	5665616.27	7.43	0.20	30	2

HEU:	3359616.11	3359616.11	0.0009	0.20	30	3
DFS:	3035341.56	3035341.56	0.0008	0.20	30	3
GRB:	3035341.56	3035341.56	15.20	0.20	30	3

HEU:	2855391.19	2855391.19	0.0006	0.20	30	4
DFS:	2676440.07	2676440.07	0.0009	0.20	30	4
GRB:	2676440.07	2676440.07	21.58	0.20	30	4

HEU:	2663893.10	2663893.10	0.0006	0.20	30	5
DFS:	2627953.26	2627953.26	0.0011	0.20	30	5
GRB:	2627953.26	2627927.78	24.34	0.20	30	5

HEU:	2636688.29	2636688.29	0.0006	0.20	30	6
DFS:	2621219.54	2621219.54	0.0016	0.20	30	6
GRB:	2621220.40	2621208.11	29.12	0.20	30	6

HEU:	2629745.91	2629745.91	0.0007	0.20	30	7
DFS:	2620286.27	2620286.27	0.0032	0.20	30	7
GRB:	2620288.47	2620276.85	32.89	0.20	30	7

HEU:	2623295.82	2623295.82	0.0007	0.20	30	8
DFS:	2620154.31	2620154.31	0.0048	0.20	30	8
GRB:	2620129.16	2620117.87	32.96	0.20	30	8

HEU:	2622408.95	2622408.95	0.0006	0.20	30	9
DFS:	2620135.35	2620135.35	0.0129	0.20	30	9
GRB:	2620129.16	2620117.87	33.32	0.20	30	9

HEU:	2621870.67	2621870.67	0.0010	0.20	30	10
DFS:	2620132.67	2620132.67	0.0294	0.20	30	10
GRB:	2620129.22	2620117.87	33.26	0.20	30	10

HEU:	6444693.93	6444693.93	0.0009	0.20	40	2
DFS:	6277780.12	6277780.12	0.0008	0.20	40	2
GRB:	6277780.12	6277780.12	13.34	0.20	40	2

